problem,relationType,target,label
coronary_artery_disease,medication,RX_21406,1
coronary_artery_disease,medication,RX_136411,2
coronary_artery_disease,medication,RX_35208,1
coronary_artery_disease,medication,RX_11289,1
coronary_artery_disease,medication,RX_18867,1
coronary_artery_disease,medication,RX_3443,2
coronary_artery_disease,medication,RX_42463,1
coronary_artery_disease,medication,RX_XXXXX160,1
coronary_artery_disease,medication,RX_10355,1
diabetes,medication,RX_XXXXX3,1
diabetes,medication,RX_92880,2
diabetes,medication,RX_XXXXX153,1
diabetes,medication,RX_XXXXX50,1
diabetes,medication,RX_XXXXX113,1
diabetes,medication,RX_XXXXX33,1
diabetes,medication,RX_XXXXX22,1
diabetes,medication,RX_106892,2
diabetes,medication,RX_XXXXX93,1
diabetes,medication,RX_XXXXX135,1
diabetes,medication,RX_XXXXX2,1
diabetes,medication,RX_139825,2
diabetes,medication,RX_XXXXX53,1
diabetes,medication,RX_253182,2
diabetes,medication,RX_XXXXX12,1
diabetes,medication,RX_217360,2
diabetes,medication,RX_XXXXX45,1
diabetes,medication,RX_XXXXX147,1
diabetes,medication,RX_XXXXX115,1
diabetes,medication,RX_XXXXX146,1
diabetes,medication,RX_XXXXX10,1
diabetes,medication,RX_593411,2
diabetes,medication,RX_60548,2
diabetes,medication,RX_84108,2
diabetes,medication,RX_XXXXX20,1
diabetes,medication,RX_33738,2
diabetes,medication,RX_73044,2
diabetes,medication,RX_4821,2
diabetes,medication,RX_XXXXX58,1
diabetes,medication,RX_XXXXX141,1
diabetes,medication,RX_213442,2
diabetes,medication,RX_6809,2
diabetes,medication,RX_4832,2
diabetes,medication,RX_274332,2
diabetes,medication,RX_XXXXX166,1
diabetes,medication,RX_XXXXX105,1
diabetes,medication,RX_XXXXX96,2
diabetes,medication,RX_XXXXX103,1
diabetes,medication,RX_25789,2
diabetes,medication,RX_XXXXX108,1
diabetes,medication,RX_274783,2
diabetes,medication,RX_51428,2
diabetes,medication,RX_475968,2
diabetes,medication,RX_4815,2
diabetes,medication,RX_261551,2
diabetes,medication,RX_XXXXX19,1
diabetes,medication,RX_XXXXX171,1
diabetes,medication,RX_86009,2
diabetes,medication,RX_136411,1
diabetes,medication,RX_187832,1
diabetes,medication,RX_4850,2
"mood_disorders,_including_depression",medication,RX_89013,2
"mood_disorders,_including_depression",medication,RX_51272,2
"mood_disorders,_including_depression",medication,RX_42351,2
"mood_disorders,_including_depression",medication,RX_61381,2
"mood_disorders,_including_depression",medication,RX_4493,2
"mood_disorders,_including_depression",medication,RX_35636,2
"mood_disorders,_including_depression",medication,RX_15996,2
"mood_disorders,_including_depression",medication,RX_36437,2
"mood_disorders,_including_depression",medication,RX_32937,2
"mood_disorders,_including_depression",medication,RX_39786,2
"mood_disorders,_including_depression",medication,RX_42347,2
"mood_disorders,_including_depression",medication,RX_28439,2
"mood_disorders,_including_depression",medication,RX_2556,2
"mood_disorders,_including_depression",medication,RX_321988,2
"mood_disorders,_including_depression",medication,RX_40254,2
"mood_disorders,_including_depression",medication,RX_10737,2
"mood_disorders,_including_depression",medication,RX_2598,2
"mood_disorders,_including_depression",medication,RX_72625,2
"mood_disorders,_including_depression",medication,RX_596,2
"mood_disorders,_including_depression",medication,RX_6470,2
"mood_disorders,_including_depression",medication,RX_39993,2
"mood_disorders,_including_depression",medication,RX_38404,2
"mood_disorders,_including_depression",medication,RX_9796,1
"mood_disorders,_including_depression",medication,RX_704,2
"mood_disorders,_including_depression",medication,RX_10355,2
"mood_disorders,_including_depression",medication,RX_25480,1
"mood_disorders,_including_depression",medication,RX_32675,1
"mood_disorders,_including_depression",medication,RX_XXXXX101,1
"mood_disorders,_including_depression",medication,RX_5553,1
"mood_disorders,_including_depression",medication,RX_3322,2
"mood_disorders,_including_depression",medication,RX_187832,1
"mood_disorders,_including_depression",medication,RX_XXXXX98,1
"mood_disorders,_including_depression",medication,RX_8183,1
"mood_disorders,_including_depression",medication,RX_612,1
"mood_disorders,_including_depression",medication,RX_82000,1
"mood_disorders,_including_depression",medication,RX_XXXXX54,1
"mood_disorders,_including_depression",medication,RX_2582,1
"mood_disorders,_including_depression",medication,RX_XXXXX128,1
"mood_disorders,_including_depression",medication,RX_11124,1
"mood_disorders,_including_depression",medication,RX_XXXXX66,1
"mood_disorders,_including_depression",medication,RX_4850,1
"mood_disorders,_including_depression",medication,RX_4099,1
"mood_disorders,_including_depression",medication,RX_139462,1
"mood_disorders,_including_depression",medication,RX_82003,1
"mood_disorders,_including_depression",medication,RX_6582,1
"mood_disorders,_including_depression",medication,RX_313663,1
"mood_disorders,_including_depression",medication,RX_26225,1
"mood_disorders,_including_depression",medication,RX_5521,1
"mood_disorders,_including_depression",medication,RX_4511,1
"mood_disorders,_including_depression",medication,RX_XXXXX142,1
osteoporosis,medication,RX_115264,2
osteoporosis,medication,RX_77655,2
osteoporosis,medication,RX_73056,2
osteoporosis,medication,RX_72143,2
osteoporosis,medication,RX_46041,2
osteoporosis,medication,RX_36118,1
osteoporosis,medication,RX_1897,2
osteoporosis,medication,RX_2418,2
osteoporosis,medication,RX_4018,2
osteoporosis,medication,RX_XXXXX19,1
osteoporosis,medication,RX_4099,1
osteoporosis,medication,RX_313663,1
osteoporosis,medication,RX_3264,2
osteoporosis,medication,RX_XXXXX103,1
osteoporosis,medication,RX_6851,1
osteoporosis,medication,RX_6387,1
osteoporosis,medication,RX_1362,1
osteoporosis,medication,RX_XXXXX169,1
osteoporosis,medication,RX_6574,1
osteoporosis,medication,RX_278567,1
osteoporosis,medication,RX_82003,1
osteoporosis,medication,RX_11256,1
osteoporosis,medication,RX_4441,1
osteoporosis,medication,RX_26225,1
osteoporosis,medication,RX_42351,1
osteoporosis,medication,RX_7407,1
osteoporosis,medication,RX_321988,1
osteoporosis,medication,RX_9796,1
osteoporosis,medication,RX_4337,1
osteoporosis,medication,RX_6185,1
osteoporosis,medication,RX_XXXXX35,1
osteoporosis,medication,RX_7052,1
osteoporosis,medication,RX_9863,1
osteoporosis,medication,RX_6845,1
osteoporosis,medication,RX_XXXXX105,1
osteoporosis,medication,RX_2582,1
osteoporosis,medication,RX_187832,1
osteoporosis,medication,RX_XXXXX128,1
osteoporosis,medication,RX_235473,1
osteoporosis,medication,RX_11124,1
osteoporosis,medication,RX_XXXXX162,1
osteoporosis,medication,RX_1808,1
osteoporosis,medication,RX_36387,1
osteoporosis,medication,RX_7804,1
osteoporosis,medication,RX_4511,1
osteoporosis,medication,RX_6902,2
osteoporosis,medication,RX_XXXXX142,1
osteoporosis,medication,RX_161,1
osteoporosis,medication,RX_2180,1
osteoporosis,medication,RX_7806,1
seizure_disorder,medication,RX_114477,2
seizure_disorder,medication,RX_8183,2
seizure_disorder,medication,RX_28439,2
seizure_disorder,medication,RX_40254,2
seizure_disorder,medication,RX_2598,2
seizure_disorder,medication,RX_6470,2
seizure_disorder,medication,RX_35636,1
seizure_disorder,medication,RX_4301,1
seizure_disorder,medication,RX_1596,1
seizure_disorder,medication,RX_7407,1
seizure_disorder,medication,RX_596,2
seizure_disorder,medication,RX_38404,2
seizure_disorder,medication,RX_4511,1
seizure_disorder,medication,RX_10355,2
seizure_disorder,medication,RX_25480,1
seizure_disorder,medication,RX_3322,2
seizure_disorder,medication,RX_187832,2
seizure_disorder,medication,RX_313663,1
seizure_disorder,medication,RX_612,1
seizure_disorder,medication,RX_20610,1
seizure_disorder,medication,RX_321988,1
seizure_disorder,medication,RX_57258,1
seizure_disorder,medication,RX_4493,1
seizure_disorder,medication,RX_1292,1
seizure_disorder,medication,RX_36437,1
seizure_disorder,medication,RX_11248,1
seizure_disorder,medication,RX_7806,1
seizure_disorder,medication,RX_7597,1
seizure_disorder,medication,RX_2418,1
seizure_disorder,medication,RX_39993,1
seizure_disorder,medication,RX_1897,1
seizure_disorder,medication,RX_10156,1
seizure_disorder,medication,RX_5492,1
seizure_disorder,medication,RX_XXXXX66,1
seizure_disorder,medication,RX_28889,1
seizure_disorder,medication,RX_XXXXX142,1
seizure_disorder,medication,RX_71722,1
seizure_disorder,medication,RX_67108,1
seizure_disorder,medication,RX_26225,1
seizure_disorder,medication,RX_3423,1
seizure_disorder,medication,RX_1665059,1
seizure_disorder,medication,RX_8787,1
seizure_disorder,medication,RX_7804,1
seizure_disorder,medication,RX_2556,1
seizure_disorder,medication,RX_6579,1
seizure_disorder,medication,RX_7052,1
seizure_disorder,medication,RX_32968,1
seizure_disorder,medication,RX_161,1
seizure_disorder,medication,RX_5640,1
seizure_disorder,medication,RX_41126,1
thyroid_hormone_disorders,medication,RX_10582,2
thyroid_hormone_disorders,medication,RX_6835,2
thyroid_hormone_disorders,medication,RX_6754,1
thyroid_hormone_disorders,medication,RX_XXXXX128,1
thyroid_hormone_disorders,medication,RX_XXXXX162,1
thyroid_hormone_disorders,medication,RX_7052,1
thyroid_hormone_disorders,medication,RX_1665059,1
thyroid_hormone_disorders,medication,RX_4099,1
thyroid_hormone_disorders,medication,RX_82003,1
thyroid_hormone_disorders,medication,RX_11256,1
thyroid_hormone_disorders,medication,RX_36387,1
thyroid_hormone_disorders,medication,RX_6579,1
thyroid_hormone_disorders,medication,RX_26225,1
thyroid_hormone_disorders,medication,RX_XXXXX54,1
thyroid_hormone_disorders,medication,RX_4441,1
thyroid_hormone_disorders,medication,RX_321988,1
thyroid_hormone_disorders,medication,RX_XXXXX169,1
thyroid_hormone_disorders,medication,RX_4850,1
thyroid_hormone_disorders,medication,RX_9796,1
thyroid_hormone_disorders,medication,RX_2180,1
thyroid_hormone_disorders,medication,RX_4018,1
thyroid_hormone_disorders,medication,RX_221147,1
thyroid_hormone_disorders,medication,RX_XXXXX35,1
thyroid_hormone_disorders,medication,RX_71722,1
thyroid_hormone_disorders,medication,RX_7806,1
thyroid_hormone_disorders,medication,RX_1897,1
thyroid_hormone_disorders,medication,RX_3423,1
thyroid_hormone_disorders,medication,RX_6470,1
thyroid_hormone_disorders,medication,RX_8787,2
thyroid_hormone_disorders,medication,RX_2598,1
thyroid_hormone_disorders,medication,RX_35636,1
thyroid_hormone_disorders,medication,RX_6574,1
thyroid_hormone_disorders,medication,RX_XXXXX142,1
thyroid_hormone_disorders,medication,RX_596,1
thyroid_hormone_disorders,medication,RX_67108,1
thyroid_hormone_disorders,medication,RX_39993,1
thyroid_hormone_disorders,medication,RX_2418,1
thyroid_hormone_disorders,medication,RX_8896,1
thyroid_hormone_disorders,medication,RX_XXXXX171,1
thyroid_hormone_disorders,medication,RX_35827,1
thyroid_hormone_disorders,medication,RX_XXXXX41,1
thyroid_hormone_disorders,medication,RX_4278,1
thyroid_hormone_disorders,medication,RX_1596,1
thyroid_hormone_disorders,medication,RX_61381,1
thyroid_hormone_disorders,medication,RX_42347,1
thyroid_hormone_disorders,medication,RX_42351,1
thyroid_hormone_disorders,medication,RX_7407,1
thyroid_hormone_disorders,medication,RX_475968,1
thyroid_hormone_disorders,medication,RX_213442,1
thyroid_hormone_disorders,medication,RX_6813,1
asthma,medication,RX_XXXXX46,2
asthma,medication,RX_33767,2
asthma,medication,RX_1347,2
asthma,medication,RX_88249,2
asthma,medication,RX_25255,2
asthma,medication,RX_10438,2
asthma,medication,RX_237159,2
asthma,medication,RX_19831,2
asthma,medication,RX_41126,2
asthma,medication,RX_36117,2
asthma,medication,RX_108118,2
asthma,medication,RX_435,2
asthma,medication,RX_XXXXX143,1
asthma,medication,RX_8896,1
asthma,medication,RX_7213,2
asthma,medication,RX_21212,1
asthma,medication,RX_139462,2
asthma,medication,RX_87636,1
asthma,medication,RX_18631,2
asthma,medication,RX_2194,1
asthma,medication,RX_3640,2
asthma,medication,RX_2400,1
asthma,medication,RX_XXXXX80,1
asthma,medication,RX_20610,1
asthma,medication,RX_8640,2
asthma,medication,RX_28889,1
asthma,medication,RX_5032,2
asthma,medication,RX_6902,2
asthma,medication,RX_25037,1
asthma,medication,RX_93263,2
asthma,medication,RX_8163,1
asthma,medication,RX_XXXXX101,1
asthma,medication,RX_723,2
asthma,medication,RX_XXXXX54,1
asthma,medication,RX_69120,2
asthma,medication,RX_4053,1
asthma,medication,RX_3289,2
asthma,medication,RX_2670,1
asthma,medication,RX_5489,1
asthma,medication,RX_82122,2
asthma,medication,RX_7407,1
asthma,medication,RX_591622,1
asthma,medication,RX_XXXXX66,1
asthma,medication,RX_9796,1
asthma,medication,RX_2582,1
asthma,medication,RX_XXXXX71,1
asthma,medication,RX_XXXXX142,1
asthma,medication,RX_36387,1
asthma,medication,RX_10759,1
asthma,medication,RX_67108,1
arthritis,medication,RX_2473,1
arthritis,medication,RX_278567,2
arthritis,medication,RX_140587,2
arthritis,medication,RX_232158,2
arthritis,medication,RX_8356,2
arthritis,medication,RX_24605,2
arthritis,medication,RX_32613,2
arthritis,medication,RX_41493,2
arthritis,medication,RX_31448,2
arthritis,medication,RX_5521,1
arthritis,medication,RX_10237,2
arthritis,medication,RX_3355,2
arthritis,medication,RX_XXXXX75,2
arthritis,medication,RX_7258,2
arthritis,medication,RX_6851,2
arthritis,medication,RX_10689,2
arthritis,medication,RX_XXXXX98,1
arthritis,medication,RX_42372,1
arthritis,medication,RX_5640,2
arthritis,medication,RX_6387,1
arthritis,medication,RX_7804,2
arthritis,medication,RX_72625,1
arthritis,medication,RX_161,2
arthritis,medication,RX_XXXXX35,1
arthritis,medication,RX_XXXXX101,1
arthritis,medication,RX_6813,1
arthritis,medication,RX_221147,1
arthritis,medication,RX_4337,1
arthritis,medication,RX_4511,1
arthritis,medication,RX_XXXXX160,1
arthritis,medication,RX_XXXXX65,1
arthritis,medication,RX_11256,1
arthritis,medication,RX_XXXXX41,1
arthritis,medication,RX_3264,1
arthritis,medication,RX_82000,1
arthritis,medication,RX_6579,1
arthritis,medication,RX_6902,1
arthritis,medication,RX_5224,1
arthritis,medication,RX_XXXXX162,1
arthritis,medication,RX_8183,1
arthritis,medication,RX_9796,1
arthritis,medication,RX_25480,1
arthritis,medication,RX_2101,1
arthritis,medication,RX_2180,1
arthritis,medication,RX_7052,1
arthritis,medication,RX_4018,1
arthritis,medication,RX_26225,1
arthritis,medication,RX_1897,1
arthritis,medication,RX_71722,1
arthritis,medication,RX_2582,1
back_pain,medication,RX_7715,1
back_pain,medication,RX_21949,2
back_pain,medication,RX_59078,2
back_pain,medication,RX_6845,2
back_pain,medication,RX_2410,2
back_pain,medication,RX_1292,2
back_pain,medication,RX_2101,2
back_pain,medication,RX_7258,2
back_pain,medication,RX_XXXXX75,2
back_pain,medication,RX_3322,2
back_pain,medication,RX_6813,2
back_pain,medication,RX_57258,2
back_pain,medication,RX_3355,2
back_pain,medication,RX_5640,2
back_pain,medication,RX_10689,2
back_pain,medication,RX_41493,2
back_pain,medication,RX_8356,2
back_pain,medication,RX_31448,2
back_pain,medication,RX_6387,2
back_pain,medication,RX_10237,2
back_pain,medication,RX_32613,2
back_pain,medication,RX_24605,2
back_pain,medication,RX_25480,2
back_pain,medication,RX_6902,2
back_pain,medication,RX_232158,2
back_pain,medication,RX_93263,2
back_pain,medication,RX_187832,2
back_pain,medication,RX_161,2
back_pain,medication,RX_XXXXX66,1
back_pain,medication,RX_7804,2
back_pain,medication,RX_72625,1
back_pain,medication,RX_XXXXX80,1
back_pain,medication,RX_28200,2
back_pain,medication,RX_3264,2
back_pain,medication,RX_140587,2
back_pain,medication,RX_7531,2
back_pain,medication,RX_4337,2
back_pain,medication,RX_278567,2
back_pain,medication,RX_35827,2
back_pain,medication,RX_221147,1
back_pain,medication,RX_7052,2
back_pain,medication,RX_8640,2
back_pain,medication,RX_704,2
back_pain,medication,RX_3423,2
back_pain,medication,RX_XXXXX128,1
back_pain,medication,RX_5781,2
back_pain,medication,RX_596,2
back_pain,medication,RX_6754,2
back_pain,medication,RX_11256,1
back_pain,medication,RX_36387,1
atrial_fibrillation,medication,RX_4441,2
atrial_fibrillation,medication,RX_703,2
atrial_fibrillation,medication,RX_3407,2
atrial_fibrillation,medication,RX_11289,2
atrial_fibrillation,medication,RX_67108,2
atrial_fibrillation,medication,RX_XXXXX169,2
atrial_fibrillation,medication,RX_3443,2
atrial_fibrillation,medication,RX_7226,2
atrial_fibrillation,medication,RX_9997,1
atrial_fibrillation,medication,RX_6918,2
atrial_fibrillation,medication,RX_4301,1
atrial_fibrillation,medication,RX_XXXXX41,1
atrial_fibrillation,medication,RX_6582,1
atrial_fibrillation,medication,RX_6916,1
atrial_fibrillation,medication,RX_20352,2
atrial_fibrillation,medication,RX_XXXXX35,1
atrial_fibrillation,medication,RX_50166,1
atrial_fibrillation,medication,RX_4511,1
atrial_fibrillation,medication,RX_4603,1
atrial_fibrillation,medication,RX_11124,1
atrial_fibrillation,medication,RX_XXXXX71,1
atrial_fibrillation,medication,RX_XXXXX65,2
atrial_fibrillation,medication,RX_8591,1
atrial_fibrillation,medication,RX_XXXXX141,1
atrial_fibrillation,medication,RX_XXXXX121,2
atrial_fibrillation,medication,RX_10829,1
atrial_fibrillation,medication,RX_6754,1
atrial_fibrillation,medication,RX_6960,1
atrial_fibrillation,medication,RX_82003,1
atrial_fibrillation,medication,RX_237159,1
atrial_fibrillation,medication,RX_315431,2
atrial_fibrillation,medication,RX_XXXXX64,2
atrial_fibrillation,medication,RX_XXXXX101,1
atrial_fibrillation,medication,RX_11170,2
atrial_fibrillation,medication,RX_XXXXX51,1
atrial_fibrillation,medication,RX_7407,1
atrial_fibrillation,medication,RX_321988,1
atrial_fibrillation,medication,RX_33767,1
atrial_fibrillation,medication,RX_3498,1
atrial_fibrillation,medication,RX_6185,2
atrial_fibrillation,medication,RX_136411,1
atrial_fibrillation,medication,RX_6835,1
atrial_fibrillation,medication,RX_XXXXX16,1
atrial_fibrillation,medication,RX_4917,1
atrial_fibrillation,medication,RX_41127,1
atrial_fibrillation,medication,RX_221147,1
atrial_fibrillation,medication,RX_105694,1
atrial_fibrillation,medication,RX_10156,1
atrial_fibrillation,medication,RX_5470,1
atrial_fibrillation,medication,RX_38413,1
kidney_stone,medication,RX_77492,2
kidney_stone,medication,RX_6754,1
kidney_stone,medication,RX_32675,1
kidney_stone,medication,RX_XXXXX162,1
kidney_stone,medication,RX_28200,1
kidney_stone,medication,RX_82000,1
kidney_stone,medication,RX_36387,1
kidney_stone,medication,RX_6579,1
kidney_stone,medication,RX_XXXXX101,1
kidney_stone,medication,RX_1665059,1
kidney_stone,medication,RX_161,2
kidney_stone,medication,RX_2180,1
kidney_stone,medication,RX_4053,1
kidney_stone,medication,RX_519,1
kidney_stone,medication,RX_XXXXX35,1
kidney_stone,medication,RX_26225,1
kidney_stone,medication,RX_3423,1
kidney_stone,medication,RX_2551,1
kidney_stone,medication,RX_4850,1
kidney_stone,medication,RX_37798,1
kidney_stone,medication,RX_7052,1
kidney_stone,medication,RX_4337,1
kidney_stone,medication,RX_7806,1
kidney_stone,medication,RX_8120,1
kidney_stone,medication,RX_10689,1
kidney_stone,medication,RX_36437,1
kidney_stone,medication,RX_82122,1
kidney_stone,medication,RX_10737,1
kidney_stone,medication,RX_8704,1
kidney_stone,medication,RX_3264,1
kidney_stone,medication,RX_7417,1
kidney_stone,medication,RX_71722,1
kidney_stone,medication,RX_7804,1
kidney_stone,medication,RX_6915,1
kidney_stone,medication,RX_5640,2
kidney_stone,medication,RX_1897,1
kidney_stone,medication,RX_2101,1
kidney_stone,medication,RX_10180,1
kidney_stone,medication,RX_2598,1
kidney_stone,medication,RX_7531,1
kidney_stone,medication,RX_596,1
kidney_stone,medication,RX_XXXXX66,1
kidney_stone,medication,RX_8745,1
kidney_stone,medication,RX_6960,1
kidney_stone,medication,RX_39786,1
kidney_stone,medication,RX_5487,1
kidney_stone,medication,RX_31448,1
kidney_stone,medication,RX_9863,1
kidney_stone,medication,RX_8591,1
kidney_stone,medication,RX_39993,1
headache,medication,RX_88014,2
headache,medication,RX_141366,2
headache,medication,RX_135775,2
headache,medication,RX_37418,2
headache,medication,RX_231049,2
headache,medication,RX_9346,1
headache,medication,RX_38404,2
headache,medication,RX_6574,2
headache,medication,RX_7531,2
headache,medication,RX_35827,2
headache,medication,RX_704,2
headache,medication,RX_6582,1
headache,medication,RX_8787,1
headache,medication,RX_8745,1
headache,medication,RX_8704,2
headache,medication,RX_28200,2
headache,medication,RX_7226,1
headache,medication,RX_57258,1
headache,medication,RX_40254,2
headache,medication,RX_XXXXX80,1
headache,medication,RX_11170,1
headache,medication,RX_2410,1
headache,medication,RX_1292,1
headache,medication,RX_3322,1
headache,medication,RX_32937,1
headache,medication,RX_25480,1
headache,medication,RX_5781,2
headache,medication,RX_161,2
headache,medication,RX_7258,2
headache,medication,RX_6754,1
headache,medication,RX_6915,2
headache,medication,RX_36437,1
headache,medication,RX_5640,2
headache,medication,RX_61381,1
headache,medication,RX_114477,1
headache,medication,RX_26225,1
headache,medication,RX_39786,2
headache,medication,RX_10737,1
headache,medication,RX_281,1
headache,medication,RX_3264,2
headache,medication,RX_6845,1
headache,medication,RX_6470,1
headache,medication,RX_4493,1
headache,medication,RX_2556,1
headache,medication,RX_8896,1
headache,medication,RX_59078,1
headache,medication,RX_108118,1
headache,medication,RX_XXXXX66,1
headache,medication,RX_28439,2
headache,medication,RX_10689,2
dermatitis,medication,RX_3254,2
dermatitis,medication,RX_3255,2
dermatitis,medication,RX_92582,2
dermatitis,medication,RX_306865,2
dermatitis,medication,RX_XXXXX157,2
dermatitis,medication,RX_108088,2
dermatitis,medication,RX_4462,2
dermatitis,medication,RX_2590,2
dermatitis,medication,RX_6135,2
dermatitis,medication,RX_1514,2
dermatitis,medication,RX_10759,2
dermatitis,medication,RX_5553,2
dermatitis,medication,RX_73645,1
dermatitis,medication,RX_114202,1
dermatitis,medication,RX_2623,2
dermatitis,medication,RX_281,1
dermatitis,medication,RX_3498,2
dermatitis,medication,RX_7597,1
dermatitis,medication,RX_5492,2
dermatitis,medication,RX_20610,1
dermatitis,medication,RX_42372,1
dermatitis,medication,RX_87636,1
dermatitis,medication,RX_28889,1
dermatitis,medication,RX_8640,2
dermatitis,medication,RX_93263,2
dermatitis,medication,RX_2582,1
dermatitis,medication,RX_4450,2
dermatitis,medication,RX_2231,2
